
System configuration: type=Shared mode=Uncapped smt=4 lcpu=8 mem=8192MB psize=48 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   302     0   101   0.56 00:03:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   309     0   101   0.56 00:03:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.2   0.9    0.0   96.9  0.05   5.3    1.7   305     0   101   0.57 00:03:40    
  1.8   1.3    0.0   96.9  0.05   5.3    1.7   318     0   101   0.57 00:03:50    
  2.5   1.2    0.0   96.2  0.06   6.3    1.9   307     0   101   0.57 00:04:00    
  2.1   0.8    0.0   97.1  0.05   5.1    1.6   303     0   101   0.57 00:04:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   309     0   101   0.56 00:04:20    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   308     0   101   0.56 00:04:30    
  1.9   0.7    0.0   97.4  0.05   4.5    1.6   303     1   101   0.57 00:04:40    
  2.5   1.8    0.0   95.7  0.07   7.1    1.9   310     0   101   0.57 00:04:50    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   320     1   101   0.56 00:05:00    
  2.8   1.5    0.0   95.6  0.07   7.3    1.9   304     0   101   0.57 00:05:10    
  1.8   0.5    0.0   97.6  0.04   4.2    1.5   301     0   101   0.56 00:05:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   309     1   101   0.56 00:05:30    
  2.0   0.7    0.0   97.4  0.05   4.6    1.6   309     0   101   0.57 00:05:40    
  1.7   1.3    0.0   97.0  0.05   5.1    1.8   311     1   101   0.57 00:05:50    
  2.9   1.5    0.0   95.7  0.07   7.3    2.0   315     1   101   0.57 00:06:00    
  2.0   0.9    0.0   97.1  0.05   5.0    1.6   340     1   101   0.57 00:06:10    
  1.8   0.6    0.0   97.6  0.04   4.3    1.5   303     1   101   0.56 00:06:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   304     1   101   0.57 00:06:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   305     0   101   0.57 00:06:40    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   318     1   101   0.57 00:06:50    
  2.8   1.5    0.0   95.7  0.07   7.1    2.0   300     1   101   0.57 00:07:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.8   0.6    0.0   97.6  0.04   4.2    1.6   299     1   101   0.56 00:07:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   303     0   101   0.56 00:07:20    
  2.0   0.7    0.0   97.3  0.05   4.7    1.7   312     1   101   0.57 00:07:30    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   307     0   101   0.56 00:07:40    
  1.8   1.2    0.0   96.9  0.05   5.2    1.7   309     0   101   0.57 00:07:50    
  2.8   1.4    0.0   95.7  0.07   7.1    1.9   315     2   101   0.57 00:08:00    
  2.1   0.6    0.0   97.3  0.05   4.7    1.6   304     0   101   0.56 00:08:10    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   305     0   101   0.56 00:08:20    
  1.9   0.6    0.0   97.5  0.04   4.3    1.7   308     1   101   0.56 00:08:30    
  2.0   0.6    0.0   97.3  0.05   4.6    1.7   306     1   101   0.57 00:08:40    
  2.0   1.4    0.0   96.6  0.06   5.7    1.8   312     1   101   0.57 00:08:50    
  2.7   1.5    0.0   95.8  0.07   6.9    1.9   311     0   101   0.57 00:09:00    
  2.0   0.6    0.0   97.4  0.04   4.5    1.6   312     1   101   0.56 00:09:10    
  1.9   0.6    0.0   97.6  0.04   4.3    1.5   313     1   101   0.56 00:09:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   317     1   101   0.56 00:09:30    
  2.0   0.7    0.0   97.3  0.05   4.6    1.6   313     2   101   0.57 00:09:40    
  1.9   1.2    0.0   96.9  0.05   5.4    1.7   325     1   101   0.57 00:09:50    
  2.4   1.0    0.0   96.6  0.06   5.6    1.7   325     3   101   0.57 00:10:00    
  4.1   1.4    0.0   94.5  0.08   8.1    2.5   372     5   101   0.57 00:10:10    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   317     2   101   0.56 00:10:20    
  1.8   0.6    0.0   97.6  0.04   4.2    1.5   316     2   101   0.56 00:10:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.6    0.0   97.4  0.05   4.5    1.7   315     1   101   0.56 00:10:40    
  1.8   1.3    0.0   96.9  0.05   5.4    1.7   320     1   101   0.57 00:10:50    
  2.5   1.3    0.0   96.1  0.07   6.6    1.9   306     2   101   0.57 00:11:00    
  2.1   0.8    0.0   97.1  0.05   5.0    1.6   312     2   101   0.56 00:11:10    
  2.0   0.6    0.0   97.5  0.04   4.5    1.6   312     2   101   0.56 00:11:20    
  1.8   0.7    0.0   97.6  0.04   4.3    1.6   316     1   101   0.56 00:11:30    
  1.9   0.7    0.0   97.4  0.05   4.5    1.6   304     2   101   0.56 00:11:40    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   305     2   101   0.57 00:11:50    
  2.8   1.5    0.0   95.7  0.07   7.2    2.0   306     3   101   0.57 00:12:00    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   306     2   101   0.56 00:12:10    
  1.8   0.6    0.0   97.6  0.04   4.2    1.7   300     0   101   0.56 00:12:20    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   309     1   101   0.56 00:12:30    
  1.9   0.6    0.0   97.4  0.04   4.5    1.6   306     0   101   0.57 00:12:40    
  1.8   1.4    0.0   96.8  0.05   5.4    1.8   318     0   101   0.57 00:12:50    
  2.8   1.4    0.0   95.7  0.07   7.1    1.9   329     2   101   0.57 00:13:00    
  2.1   0.6    0.0   97.3  0.05   4.7    1.7   303     1   101   0.57 00:13:10    
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   304     1   101   0.57 00:13:20    
  1.8   0.6    0.0   97.6  0.04   4.2    1.6   305     1   101   0.56 00:13:30    
  2.1   0.7    0.0   97.2  0.05   4.8    1.6   305     1   101   0.56 00:13:40    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   311     1   101   0.57 00:13:50    
  2.8   1.5    0.0   95.7  0.07   7.0    1.9   312     3   101   0.57 00:14:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.8   0.6    0.0   97.5  0.04   4.4    1.5   307     1   101   0.56 00:14:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   303     0   101   0.56 00:14:20    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   311     0   101   0.56 00:14:30    
  2.0   0.7    0.0   97.3  0.05   4.7    1.6   314     1   101   0.56 00:14:40    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   320     1   101   0.57 00:14:50    
  2.1   0.7    0.0   97.2  0.05   4.7    1.6   315     2   101   0.56 00:15:00    
  2.8   1.5    0.0   95.7  0.07   7.2    2.0   304     2   101   0.57 00:15:10    
  1.9   0.7    0.0   97.4  0.04   4.4    1.5   304     1   101   0.57 00:15:20    
  2.0   0.7    0.0   97.4  0.05   4.5    1.7   307     1   101   0.57 00:15:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   304     1   101   0.56 00:15:40    
  1.9   1.2    0.0   96.9  0.05   5.3    1.6   317     0   101   0.57 00:15:50    
  2.6   1.4    0.0   96.0  0.07   6.7    1.8   314     1   101   0.57 00:16:00    
  2.0   0.8    0.0   97.2  0.05   4.9    1.7   309     1   101   0.57 00:16:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   310     1   101   0.56 00:16:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   308     0   101   0.56 00:16:30    
  1.9   0.7    0.0   97.4  0.04   4.4    1.5   305     0   101   0.57 00:16:40    
  1.8   1.2    0.0   97.0  0.05   5.2    1.7   311     0   101   0.57 00:16:50    
  2.9   1.4    0.0   95.7  0.07   7.2    1.9   304     1   101   0.57 00:17:00    
  1.8   0.6    0.0   97.6  0.04   4.2    1.7   304     0   101   0.56 00:17:10    
  1.9   0.7    0.0   97.4  0.04   4.5    1.5   302     1   101   0.56 00:17:20    
  1.8   0.6    0.0   97.6  0.04   4.2    1.5   306     1   101   0.56 00:17:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.1   0.7    0.0   97.3  0.05   4.7    1.7   305     1   101   0.57 00:17:40    
  1.9   1.3    0.0   96.8  0.05   5.4    1.8   312     1   101   0.57 00:17:50    
  2.8   1.6    0.0   95.7  0.07   6.9    2.1   310     3   101   0.57 00:18:00    
  2.1   0.6    0.0   97.4  0.05   4.6    1.6   303     1   101   0.57 00:18:10    
  1.9   0.5    0.0   97.5  0.04   4.3    1.6   302     1   101   0.56 00:18:20    
  1.9   0.7    0.0   97.5  0.04   4.4    1.6   306     0   101   0.56 00:18:30    
  2.0   1.0    0.0   97.0  0.05   5.2    1.6   312     1   101   0.57 00:18:40    
  2.0   1.2    0.0   96.8  0.05   5.3    1.8   312     1   101   0.57 00:18:50    
  2.9   1.4    0.0   95.7  0.07   7.1    1.9   306     1   101   0.57 00:19:00    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   306     1   101   0.56 00:19:10    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   308     0   101   0.56 00:19:20    
  1.9   0.5    0.0   97.6  0.04   4.3    1.5   309     0   101   0.56 00:19:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   303     1   101   0.56 00:19:40    
  2.4   1.9    0.0   95.6  0.07   7.2    1.9   310     1   101   0.57 00:19:50    
  3.2   1.3    0.0   95.5  0.07   6.9    2.1   320     1   101   0.57 00:20:00    
  3.2   0.9    0.0   95.9  0.06   6.2    2.0   358     1   101   0.57 00:20:10    
  2.0   0.6    0.0   97.5  0.04   4.4    1.6   306     2   101   0.56 00:20:20    
  1.8   0.7    0.0   97.6  0.04   4.2    1.6   309     2   101   0.56 00:20:30    
  1.9   0.7    0.0   97.4  0.05   4.6    1.7   307     0   101   0.56 00:20:40    
  1.8   1.3    0.1   96.8  0.05   5.3    1.7   351     1   101   0.57 00:20:50    
  2.8   1.5    0.0   95.7  0.07   7.2    1.9   302     2   101   0.57 00:21:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.9    0.0   97.1  0.05   5.0    1.7   307     1   101   0.57 00:21:11    
  1.9   0.6    0.0   97.6  0.04   4.3    1.6   302     2   101   0.56 00:21:21    
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   309     1   101   0.56 00:21:31    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   307     1   101   0.56 00:21:41    
  1.8   1.3    0.0   96.9  0.05   5.3    1.7   313     1   101   0.57 00:21:51    
  2.9   1.4    0.0   95.7  0.07   7.2    2.0   303     1   101   0.57 00:22:01    
  1.9   0.5    0.0   97.6  0.04   4.3    1.6   305     1   101   0.56 00:22:11    
  1.9   0.6    0.0   97.5  0.04   4.5    1.5   310     1   101   0.57 00:22:21    
  1.8   0.7    0.0   97.6  0.04   4.2    1.6   304     0   101   0.56 00:22:31    
  2.1   0.6    0.0   97.3  0.05   4.7    1.7   302     1   101   0.57 00:22:41    
  1.9   1.2    0.0   96.8  0.05   5.4    1.7   314     0   101   0.57 00:22:51    
  2.7   1.5    0.0   95.8  0.07   7.0    1.9   304     3   101   0.57 00:23:01    
  2.0   0.6    0.0   97.3  0.05   4.7    1.6   302     1   101   0.57 00:23:11    
  1.9   0.5    0.0   97.6  0.04   4.3    1.5   306     1   101   0.56 00:23:21    
  1.9   0.5    0.0   97.6  0.04   4.3    1.5   308     1   101   0.56 00:23:31    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   306     1   101   0.56 00:23:41    
  2.0   1.4    0.0   96.6  0.06   5.8    1.8   308     2   101   0.57 00:23:51    
  2.8   1.4    0.0   95.8  0.07   7.0    1.9   310     1   101   0.57 00:24:01    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   317     1   101   0.56 00:24:11    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   311     1   101   0.56 00:24:21    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   311     1   101   0.56 00:24:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   309     2   101   0.56 00:24:41    
 18.4  16.4    0.2   65.0  0.49  49.2    8.2   765    15   101   0.58 00:24:51    
  2.9   1.6    0.0   95.5  0.08   7.9    1.7   437     3   101   0.56 00:25:01    
  1.8   0.8    0.0   97.4  0.05   4.5    1.4   346     2   101   0.56 00:25:11    
  1.8   0.6    0.0   97.6  0.04   4.3    1.5   304     1   101   0.56 00:25:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   310     1   101   0.56 00:25:31    
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   310     1   101   0.56 00:25:41    
  1.9   1.5    0.0   96.6  0.06   5.7    1.8   340     1   101   0.57 00:25:51    
  2.8   1.5    0.0   95.7  0.07   7.1    1.9   306     2   101   0.57 00:26:01    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   306     1   101   0.56 00:26:11    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   305     0   101   0.56 00:26:21    
  1.8   0.7    0.0   97.5  0.04   4.3    1.5   307     0   101   0.56 00:26:31    
  2.0   0.7    0.0   97.4  0.05   4.5    1.7   303     1   101   0.57 00:26:41    
  2.0   1.2    0.0   96.8  0.05   5.4    1.8   307     1   101   0.57 00:26:51    
  2.8   1.5    0.0   95.7  0.07   7.2    2.1   301     2   101   0.57 00:27:01    
  1.7   0.7    0.0   97.6  0.04   4.2    1.7   302     0   101   0.56 00:27:11    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   304     1   101   0.56 00:27:21    
  2.0   0.6    0.0   97.5  0.04   4.4    1.6   312     1   101   0.57 00:27:31    
  2.0   0.7    0.0   97.3  0.05   4.6    1.6   307     1   101   0.57 00:27:41    
  1.8   1.3    0.0   96.9  0.05   5.4    1.8   317     1   101   0.57 00:27:51    
  2.9   1.4    0.0   95.7  0.07   6.8    2.0   315     5   101   0.57 00:28:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.1   0.6    0.0   97.3  0.05   4.7    1.6   324     1   101   0.56 00:28:11    
  1.8   0.6    0.0   97.5  0.04   4.4    1.6   306     1   101   0.56 00:28:21    
  1.8   0.6    0.0   97.5  0.04   4.3    1.6   308     1   101   0.56 00:28:31    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   303     1   101   0.56 00:28:41    
  1.9   1.2    0.0   96.9  0.05   5.3    1.8   302     2   101   0.57 00:28:51    
  2.8   1.5    0.0   95.7  0.07   7.2    2.0   293     2   101   0.57 00:29:01    
  1.8   0.6    0.0   97.6  0.04   4.2    1.6   297     1   101   0.56 00:29:11    
  1.9   0.5    0.0   97.6  0.04   4.3    1.6   304     0   101   0.56 00:29:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   310     0   101   0.57 00:29:31    
  1.9   0.7    0.0   97.4  0.04   4.4    1.6   306     1   101   0.57 00:29:41    
  1.9   1.2    0.0   96.8  0.05   5.4    1.7   308     1   101   0.57 00:29:51    
  4.7   1.7    0.0   93.6  0.09   9.0    2.6   310     3   101   0.57 00:30:01    
  2.0   0.7    0.0   97.3  0.05   4.7    1.6   345     1   101   0.56 00:30:11    
  1.8   0.6    0.0   97.6  0.04   4.2    1.5   296     0   101   0.57 00:30:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   300     0   101   0.56 00:30:31    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   299     1   101   0.57 00:30:41    
  1.9   1.2    0.0   96.8  0.05   5.4    1.8   307     0   101   0.57 00:30:51    
  2.7   1.5    0.0   95.8  0.07   7.0    1.9   294     2   101   0.57 00:31:01    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   305     0   101   0.56 00:31:11    
  1.9   0.5    0.0   97.6  0.04   4.2    1.5   302     0   101   0.56 00:31:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   306     1   101   0.56 00:31:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   305     1   101   0.57 00:31:41    
  2.0   1.2    0.0   96.8  0.05   5.4    1.7   307     1   101   0.57 00:31:51    
  2.8   1.4    0.0   95.7  0.07   6.7    2.0   318     1   101   0.57 00:32:01    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   347     0   101   0.56 00:32:11    
  1.8   0.6    0.0   97.6  0.04   4.2    1.6   307     1   101   0.56 00:32:21    
  2.0   0.6    0.0   97.4  0.04   4.4    1.6   299     0   101   0.57 00:32:31    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   297     1   101   0.57 00:32:41    
  1.8   1.3    0.0   96.9  0.05   5.2    1.8   307     1   101   0.57 00:32:51    
  2.9   1.5    0.0   95.6  0.07   7.3    2.1   302     2   101   0.57 00:33:01    
  2.1   0.6    0.0   97.3  0.05   4.6    1.7   316     1   101   0.57 00:33:11    
  1.9   0.6    0.0   97.6  0.04   4.2    1.6   296     0   101   0.57 00:33:21    
  1.8   0.7    0.0   97.5  0.04   4.3    1.6   299     1   101   0.57 00:33:31    
  2.1   0.9    0.0   96.9  0.05   5.2    1.7   297     1   101   0.57 00:33:41    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   306     1   101   0.57 00:33:51    
  2.9   1.4    0.0   95.6  0.07   7.1    2.0   310     1   101   0.57 00:34:01    
  1.8   0.7    0.0   97.5  0.04   4.3    1.6   325     0   101   0.56 00:34:11    
  1.9   0.6    0.0   97.6  0.04   4.3    1.6   296     0   101   0.57 00:34:21    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   299     1   101   0.56 00:34:31    
  1.9   0.6    0.0   97.4  0.04   4.5    1.6   298     1   101   0.57 00:34:41    
  2.3   1.9    0.0   95.7  0.07   7.1    2.0   314     2   101   0.57 00:34:51    
  2.9   1.5    0.0   95.6  0.07   7.3    1.9   303     1   101   0.57 00:35:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   296     2   101   0.56 00:35:11    
  1.7   0.8    0.0   97.5  0.04   4.3    1.6   329     1   101   0.56 00:35:21    
  1.9   0.6    0.0   97.4  0.04   4.4    1.6   298     0   101   0.56 00:35:31    
  1.9   0.6    0.0   97.4  0.04   4.5    1.6   299     2   101   0.56 00:35:41    
  2.0   1.2    0.0   96.7  0.05   5.5    1.8   306     1   101   0.57 00:35:51    
  2.9   1.7    0.0   95.4  0.07   7.5    1.8   311     3   101   0.57 00:36:01    
  1.8   0.6    0.0   97.5  0.04   4.3    1.5   293     1   101   0.56 00:36:11    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   295     1   101   0.57 00:36:21    
  1.9   0.6    0.0   97.6  0.04   4.3    1.6   301     1   101   0.56 00:36:31    
  2.0   0.7    0.0   97.3  0.05   4.6    1.6   299     0   101   0.57 00:36:41    
  1.8   1.2    0.0   97.0  0.05   5.2    1.7   302     1   101   0.57 00:36:51    
  2.9   1.4    0.0   95.7  0.07   7.1    1.9   297     1   101   0.57 00:37:01    
  1.9   0.6    0.0   97.6  0.04   4.3    1.6   297     0   101   0.57 00:37:11    
  1.9   0.7    0.0   97.5  0.04   4.4    1.5   297     1   101   0.57 00:37:21    
  1.8   0.6    0.0   97.6  0.04   4.1    1.6   298     1   101   0.56 00:37:31    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   298     0   101   0.57 00:37:41    
  1.9   1.2    0.0   96.9  0.05   5.2    1.8   303     1   101   0.57 00:37:51    
  2.8   1.5    0.0   95.6  0.07   7.2    2.1   314     2   101   0.57 00:38:01    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   314     0   101   0.56 00:38:11    
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   298     0   101   0.57 00:38:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   300     0   101   0.56 00:38:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.7    0.0   97.4  0.05   4.5    1.6   296     0   101   0.57 00:38:41    
  1.9   1.4    0.0   96.7  0.06   5.6    1.8   303     0   101   0.57 00:38:51    
  2.8   1.4    0.0   95.8  0.07   6.9    1.9   294     1   101   0.57 00:39:01    
  2.0   0.6    0.0   97.5  0.04   4.4    1.6   296     0   101   0.57 00:39:11    
  1.7   0.6    0.0   97.6  0.04   4.2    1.5   299     0   101   0.56 00:39:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   308     0   101   0.57 00:39:31    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   299     0   101   0.57 00:39:41    
  2.0   1.2    0.0   96.7  0.05   5.5    1.8   312     0   101   0.57 00:39:51    
  4.5   1.8    0.0   93.7  0.09   9.1    2.6   315     1   101   0.57 00:40:01    
  1.8   0.6    0.0   97.6  0.04   4.3    1.5   342     0   101   0.56 00:40:11    
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   295     0   101   0.57 00:40:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   303     0   101   0.56 00:40:31    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   298     0   101   0.57 00:40:41    
  1.8   1.2    0.0   96.9  0.05   5.2    1.7   300     0   101   0.57 00:40:51    
  2.9   1.5    0.0   95.6  0.07   7.3    1.9   304     1   101   0.57 00:41:01    
  2.0   0.6    0.0   97.4  0.04   4.4    1.7   296     0   101   0.57 00:41:11    
  1.7   0.6    0.0   97.6  0.04   4.2    1.6   296     0   101   0.57 00:41:21    
  1.8   0.6    0.0   97.5  0.04   4.3    1.5   301     0   101   0.56 00:41:31    
  2.0   0.7    0.0   97.3  0.05   4.7    1.6   300     1   101   0.56 00:41:41    
  1.9   1.2    0.0   96.9  0.05   5.2    1.7   306     1   101   0.57 00:41:51    
  2.9   1.5    0.0   95.6  0.07   7.3    2.1   306     2   101   0.57 00:42:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   290     0   101   0.56 00:42:11    
  1.9   0.5    0.0   97.6  0.04   4.2    1.6   298     1   101   0.56 00:42:21    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   303     0   101   0.56 00:42:31    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   299     1   101   0.57 00:42:41    
  1.9   1.2    0.0   96.9  0.05   5.2    1.7   305     1   101   0.57 00:42:51    
  2.8   1.4    0.0   95.8  0.07   7.1    1.9   295     2   101   0.57 00:43:01    
  2.1   0.6    0.0   97.3  0.05   4.7    1.7   294     1   101   0.57 00:43:11    
  1.8   0.7    0.0   97.6  0.04   4.3    1.5   296     1   101   0.56 00:43:21    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   297     1   101   0.56 00:43:31    
  2.0   0.6    0.0   97.4  0.04   4.4    1.7   295     1   101   0.57 00:43:41    
  1.9   1.3    0.0   96.8  0.05   5.4    1.8   314     1   101   0.57 00:43:51    
  2.7   1.5    0.0   95.8  0.07   7.0    1.9   319     2   101   0.57 00:44:01    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   317     1   101   0.56 00:44:11    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   306     1   101   0.56 00:44:21    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   303     1   101   0.56 00:44:31    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   298     1   101   0.57 00:44:41    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   311     1   101   0.57 00:44:51    
  3.0   1.5    0.0   95.6  0.07   7.2    1.9   313     2   101   0.57 00:45:01    
  2.0   0.8    0.0   97.3  0.05   4.8    1.7   306     0   101   0.57 00:45:11    
  1.7   0.6    0.0   97.6  0.04   4.2    1.5   307     1   101   0.56 00:45:21    
  2.0   0.6    0.0   97.4  0.05   4.5    1.7   304     0   101   0.56 00:45:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   304     1   101   0.56 00:45:41    
  1.9   1.3    0.0   96.8  0.05   5.4    1.6   314     0   101   0.57 00:45:51    
  2.7   1.5    0.0   95.7  0.07   7.0    1.9   306     2   101   0.57 00:46:01    
