
System configuration: type=Shared mode=Uncapped smt=4 lcpu=8 mem=8192MB psize=48 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
  1.8   0.9    0.0   97.3  0.05   4.8    1.6   324     2   101   0.56 00:10:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   309     3   101   0.56 00:10:40    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   311     2   101   0.56 00:10:50    
  2.7   1.3    0.0   96.0  0.07   6.7    1.8   311     4   101   0.57 00:11:00    
  2.0   1.0    0.0   97.1  0.05   5.2    1.7   319     3   101   0.56 00:11:10    
  1.9   1.3    0.0   96.9  0.05   5.4    1.8   309     2   101   0.57 00:11:20    
  1.9   0.7    0.0   97.5  0.04   4.5    1.6   308     2   101   0.56 00:11:30    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   305     2   101   0.56 00:11:40    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   303     3   101   0.56 00:11:50    
  2.8   1.6    0.0   95.6  0.07   7.2    1.9   303     4   101   0.57 00:12:00    
  1.9   0.7    0.0   97.4  0.05   4.7    1.7   335     2   101   0.56 00:12:10    
  2.0   1.4    0.1   96.6  0.06   5.7    1.9   311     1   101   0.57 00:12:20    
  1.7   0.7    0.0   97.5  0.04   4.4    1.6   308     1   101   0.56 00:12:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   301     1   101   0.56 00:12:40    
  2.0   0.6    0.0   97.4  0.05   4.5    1.7   304     1   101   0.56 00:12:50    
  2.7   1.5    0.0   95.8  0.07   6.6    1.8   307     4   101   0.57 00:13:00    
  2.2   0.9    0.0   96.9  0.06   5.5    1.7   308     3   101   0.56 00:13:10    
  1.8   1.2    0.0   97.0  0.05   5.2    1.9   310     2   101   0.57 00:13:20    
  1.9   0.6    0.0   97.4  0.04   4.5    1.5   304     1   101   0.56 00:13:30    
  1.9   0.6    0.0   97.5  0.05   4.5    1.6   305     1   101   0.57 00:13:40    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   306     2   101   0.56 00:13:50    
  2.2   0.9    0.0   96.9  0.05   5.1    1.7   308     4   101   0.56 00:14:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.6   1.4    0.0   96.1  0.07   6.9    1.8   311     2   101   0.57 00:14:10    
  1.9   1.2    0.0   96.9  0.05   5.2    1.7   310     1   101   0.57 00:14:20    
  1.9   0.8    0.0   97.4  0.05   4.6    1.6   312     0   101   0.56 00:14:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   303     1   101   0.56 00:14:40    
  1.9   0.6    0.0   97.4  0.04   4.5    1.7   308     1   101   0.56 00:14:50    
  2.7   1.3    0.0   96.0  0.07   6.8    1.8   303     2   101   0.57 00:15:00    
  2.1   1.0    0.0   97.0  0.05   5.2    1.7   313     1   101   0.56 00:15:10    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   309     2   101   0.57 00:15:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.4   310     1   101   0.56 00:15:30    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   308     2   101   0.56 00:15:40    
  1.8   0.7    0.0   97.6  0.04   4.3    1.6   303     0   101   0.56 00:15:50    
  3.3   2.2    0.0   94.5  0.09   9.1    2.1   301     4   101   0.57 00:16:00    
  1.9   0.6    0.0   97.5  0.04   4.5    1.6   307     1   101   0.56 00:16:10    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   315     2   101   0.57 00:16:20    
  1.8   0.8    0.0   97.4  0.05   4.6    1.7   315     1   101   0.56 00:16:30    
  1.9   0.7    0.0   97.4  0.05   4.6    1.7   307     0   101   0.56 00:16:40    
  1.8   0.6    0.0   97.6  0.04   4.2    1.6   306     1   101   0.56 00:16:50    
  2.9   1.5    0.0   95.6  0.07   7.3    1.8   306     2   101   0.57 00:17:00    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   313     1   101   0.56 00:17:10    
  1.8   1.3    0.0   96.9  0.05   5.3    1.8   316     2   101   0.57 00:17:20    
  1.9   0.6    0.0   97.5  0.04   4.5    1.5   311     0   101   0.56 00:17:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   306     1   101   0.56 00:17:40    
  1.9   0.6    0.0   97.4  0.04   4.4    1.7   303     1   101   0.57 00:17:50    
  2.8   1.6    0.0   95.6  0.07   7.2    1.9   306     6   101   0.57 00:18:00    
  2.1   0.7    0.0   97.3  0.05   4.7    1.6   304     2   101   0.56 00:18:10    
  1.9   1.2    0.0   96.9  0.05   5.2    1.7   306     1   101   0.57 00:18:20    
  2.0   0.7    0.0   97.3  0.05   4.6    1.7   312     1   101   0.56 00:18:30    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   303     1   101   0.56 00:18:40    
  1.8   0.6    0.0   97.5  0.04   4.3    1.7   303     1   101   0.56 00:18:50    
  2.4   0.9    0.0   96.7  0.06   5.5    1.6   305     3   101   0.56 00:19:00    
  2.3   1.2    0.0   96.4  0.06   6.2    1.8   306     2   101   0.57 00:19:10    
  1.8   1.3    0.0   96.9  0.05   5.3    1.7   311     1   101   0.57 00:19:20    
  2.1   1.0    0.0   96.9  0.05   5.3    1.6   307     1   101   0.57 00:19:30    
  1.9   0.6    0.0   97.4  0.05   4.5    1.6   304     1   101   0.56 00:19:40    
  2.0   0.7    0.0   97.3  0.05   4.7    1.6   306     1   101   0.56 00:19:50    
  1.9   0.9    0.0   97.2  0.05   4.7    1.6   309     3   101   0.56 00:20:00    
  4.5   1.6    0.0   93.8  0.09   8.9    2.5   355     4   101   0.57 00:20:10    
  1.9   1.2    0.0   96.9  0.05   5.2    1.6   314     1   101   0.57 00:20:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   315     1   101   0.56 00:20:30    
  2.0   0.7    0.0   97.3  0.05   4.7    1.7   305     1   101   0.57 00:20:40    
  1.7   0.7    0.0   97.6  0.04   4.2    1.6   307     1   101   0.56 00:20:50    
  2.7   1.4    0.0   95.9  0.07   6.8    1.8   331     2   101   0.57 00:21:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.1   0.8    0.0   97.1  0.05   5.0    1.7   308     1   101   0.57 00:21:10    
  1.8   1.3    0.0   96.9  0.05   5.3    1.8   315     1   101   0.57 00:21:20    
  1.8   0.7    0.0   97.6  0.04   4.3    1.5   312     1   101   0.56 00:21:30    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   311     1   101   0.56 00:21:40    
  2.0   0.6    0.0   97.5  0.04   4.4    1.6   304     1   101   0.57 00:21:50    
  2.9   1.8    0.0   95.3  0.08   7.8    2.1   336     3   101   0.57 00:22:00    
  1.8   0.7    0.0   97.5  0.05   4.5    1.6   308     0   101   0.56 00:22:10    
  1.9   1.2    0.0   96.9  0.05   5.1    1.7   311     1   101   0.57 00:22:20    
  2.0   0.7    0.0   97.4  0.05   4.7    1.7   310     1   101   0.56 00:22:30    
  1.9   0.7    0.0   97.5  0.04   4.5    1.6   308     0   101   0.56 00:22:40    
  1.9   0.7    0.0   97.4  0.04   4.4    1.7   309     1   101   0.56 00:22:50    
  2.5   1.1    0.0   96.5  0.06   5.8    1.7   305     2   101   0.57 00:23:00    
  2.5   1.1    0.0   96.4  0.06   6.1    1.8   302     2   101   0.57 00:23:10    
  1.8   1.0    0.0   97.2  0.05   4.7    1.8   323     1   101   0.56 00:23:20    
  1.8   1.0    0.0   97.2  0.05   5.0    1.5   329     1   101   0.57 00:23:30    
  2.0   0.8    0.0   97.2  0.05   4.8    1.7   325     1   101   0.56 00:23:40    
  1.9   0.6    0.0   97.6  0.04   4.3    1.6   319     1   101   0.56 00:23:50    
  2.4   0.9    0.0   96.7  0.06   5.5    1.8   324     2   101   0.57 00:24:00    
  2.3   1.3    0.0   96.4  0.06   6.2    1.8   324     2   101   0.57 00:24:10    
  1.8   0.6    0.0   97.5  0.04   4.3    1.6   313     0   101   0.56 00:24:20    
  2.0   1.3    0.0   96.8  0.06   5.5    1.7   326     1   101   0.57 00:24:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.7    0.0   97.3  0.05   4.7    1.7   316     1   101   0.56 00:24:40    
  1.8   0.7    0.0   97.5  0.04   4.5    1.6   318     1   101   0.56 00:24:50    
  2.7   1.4    0.0   95.9  0.07   6.7    1.7   304     3   101   0.57 00:25:00    
  2.2   0.9    0.0   96.9  0.05   5.3    1.7   318     1   101   0.56 00:25:10    
  2.0   0.6    0.0   97.4  0.05   4.5    1.7   310     3   101   0.56 00:25:21    
  1.8   1.3    0.0   96.9  0.05   5.2    1.6   321     1   101   0.57 00:25:31    
  2.0   0.7    0.0   97.3  0.05   4.7    1.6   305     1   101   0.56 00:25:41    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   302     1   101   0.56 00:25:51    
  2.9   1.5    0.0   95.7  0.07   6.8    2.0   315     3   101   0.57 00:26:01    
  1.9   0.7    0.0   97.3  0.05   4.7    1.6   330     3   101   0.56 00:26:11    
  1.8   0.7    0.0   97.4  0.05   4.6    1.8   307     1   101   0.56 00:26:21    
  1.9   1.3    0.0   96.9  0.05   5.3    1.7   315     1   101   0.57 00:26:31    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   304     1   101   0.56 00:26:41    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   304     1   101   0.56 00:26:51    
  5.7   3.0    0.0   91.2  0.12  12.5    3.2   309     8   101   0.58 00:27:01    
 16.0  15.0    0.1   68.9  0.47  46.6    7.0   930    22   101   0.58 00:27:11    
  1.9   0.9    0.0   97.1  0.05   4.9    1.5   321     2   101   0.57 00:27:21    
  1.8   1.3    0.0   96.8  0.05   5.5    1.7   339     2   101   0.57 00:27:31    
  1.9   0.7    0.0   97.5  0.04   4.5    1.6   353     1   101   0.56 00:27:41    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   314     1   101   0.57 00:27:51    
  2.8   1.6    0.0   95.6  0.07   7.3    1.9   312     5   101   0.57 00:28:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.1   0.6    0.0   97.3  0.05   4.7    1.6   313     2   101   0.56 00:28:11    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   313     2   101   0.56 00:28:21    
  1.9   1.3    0.0   96.7  0.06   5.5    1.8   323     1   101   0.57 00:28:31    
  1.8   0.7    0.0   97.6  0.04   4.3    1.7   315     1   101   0.56 00:28:41    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   315     1   101   0.57 00:28:51    
  2.8   1.4    0.0   95.8  0.07   7.1    1.9   314     2   101   0.57 00:29:01    
  1.9   0.7    0.0   97.4  0.05   4.5    1.6   318     2   101   0.56 00:29:11    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   313     1   101   0.56 00:29:21    
  1.9   1.3    0.0   96.8  0.05   5.4    1.7   318     1   101   0.57 00:29:31    
  1.9   0.6    0.0   97.4  0.05   4.5    1.6   313     1   101   0.56 00:29:41    
  2.0   0.6    0.0   97.3  0.05   4.6    1.6   316     0   101   0.57 00:29:51    
  4.4   1.7    0.0   93.9  0.09   8.7    2.5   309     3   101   0.57 00:30:01    
  2.1   0.8    0.0   97.1  0.05   5.0    1.6   372     1   101   0.56 00:30:11    
  1.9   0.6    0.0   97.5  0.04   4.3    1.5   310     0   101   0.56 00:30:21    
  1.9   1.3    0.0   96.8  0.05   5.5    1.7   333     1   101   0.57 00:30:31    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   315     0   101   0.56 00:30:41    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   313     0   101   0.56 00:30:51    
  3.1   1.8    0.0   95.1  0.08   8.2    2.0   307     2   101   0.57 00:31:01    
  2.2   0.8    0.0   97.0  0.05   5.1    1.7   310     2   101   0.57 00:31:11    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   307     1   101   0.56 00:31:21    
  1.8   1.3    0.0   96.8  0.05   5.4    1.7   306     1   101   0.57 00:31:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.6    0.0   97.4  0.04   4.5    1.6   304     0   101   0.56 00:31:41    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   310     1   101   0.56 00:31:51    
  2.8   1.5    0.0   95.6  0.07   7.2    1.9   322     3   101   0.57 00:32:01    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   315     1   101   0.56 00:32:11    
  1.8   0.6    0.0   97.5  0.04   4.3    1.6   306     1   101   0.56 00:32:21    
  1.9   1.3    0.0   96.8  0.05   5.4    1.8   317     1   101   0.57 00:32:31    
  2.0   0.6    0.0   97.3  0.05   4.6    1.6   312     1   101   0.56 00:32:41    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   310     1   101   0.56 00:32:51    
  2.8   1.6    0.0   95.6  0.07   7.2    1.9   313     3   101   0.57 00:33:01    
  2.1   0.6    0.0   97.3  0.05   4.8    1.7   316     1   101   0.57 00:33:11    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   314     1   101   0.56 00:33:21    
  1.8   1.3    0.0   96.9  0.05   5.3    1.6   321     1   101   0.57 00:33:31    
  1.9   0.7    0.0   97.4  0.04   4.5    1.7   313     1   101   0.57 00:33:41    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   309     1   101   0.56 00:33:51    
  2.9   1.5    0.0   95.7  0.07   6.9    2.1   312     2   101   0.57 00:34:01    
  1.9   0.7    0.0   97.4  0.05   4.6    1.7   347     1   101   0.56 00:34:11    
  1.7   0.7    0.0   97.6  0.04   4.2    1.6   313     0   101   0.56 00:34:21    
  2.1   1.5    0.0   96.3  0.06   6.2    1.9   317     1   101   0.57 00:34:31    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   306     0   101   0.56 00:34:41    
  2.0   0.7    0.0   97.3  0.05   4.7    1.7   313     0   101   0.57 00:34:51    
  2.8   1.6    0.0   95.5  0.07   7.5    1.9   305     3   101   0.57 00:35:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.7    0.0   97.5  0.04   4.5    1.6   318     1   101   0.56 00:35:11    
  1.9   0.7    0.0   97.5  0.04   4.5    1.7   338     0   101   0.56 00:35:21    
  1.9   1.3    0.1   96.7  0.05   5.5    1.6   318     1   101   0.57 00:35:31    
  1.9   0.7    0.0   97.4  0.05   4.5    1.7   304     0   101   0.57 00:35:41    
  1.8   0.6    0.0   97.6  0.04   4.3    1.5   306     0   101   0.56 00:35:51    
  2.8   1.4    0.0   95.7  0.07   7.2    1.9   302     2   101   0.57 00:36:01    
  1.9   0.7    0.0   97.4  0.05   4.5    1.5   314     0   101   0.56 00:36:11    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   309     1   101   0.56 00:36:21    
  1.9   1.2    0.0   96.8  0.05   5.5    1.7   315     1   101   0.57 00:36:31    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   305     1   101   0.56 00:36:41    
  1.9   0.7    0.0   97.4  0.04   4.5    1.7   304     1   101   0.57 00:36:51    
  2.9   1.7    0.0   95.4  0.08   7.6    1.9   311     2   101   0.57 00:37:01    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   307     1   101   0.56 00:37:11    
  1.9   0.6    0.0   97.6  0.04   4.3    1.7   303     0   101   0.56 00:37:21    
  1.9   1.3    0.0   96.9  0.05   5.3    1.7   312     0   101   0.57 00:37:31    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   307     0   101   0.56 00:37:41    
  1.8   0.6    0.0   97.5  0.04   4.3    1.6   300     1   101   0.56 00:37:51    
  3.0   1.5    0.0   95.5  0.07   7.2    2.1   314     5   101   0.57 00:38:01    
  2.1   0.6    0.0   97.2  0.05   4.9    1.7   333     2   101   0.56 00:38:11    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   307     1   101   0.56 00:38:21    
  1.8   1.3    0.0   96.9  0.05   5.2    1.7   314     1   101   0.57 00:38:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.1   0.8    0.0   97.1  0.05   5.0    1.6   306     0   101   0.57 00:38:41    
  1.8   0.6    0.0   97.6  0.04   4.3    1.6   305     1   101   0.56 00:38:51    
  2.8   1.6    0.0   95.6  0.07   7.1    1.8   301     1   101   0.57 00:39:01    
  1.9   0.7    0.0   97.4  0.05   4.7    1.7   308     1   101   0.56 00:39:11    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   306     1   101   0.56 00:39:21    
  2.0   1.2    0.0   96.8  0.05   5.4    1.8   314     1   101   0.57 00:39:31    
  1.8   0.7    0.0   97.5  0.04   4.5    1.6   305     1   101   0.56 00:39:41    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   308     1   101   0.57 00:39:51    
  4.5   1.7    0.0   93.8  0.09   9.2    2.4   312     4   101   0.57 00:40:01    
  2.0   0.7    0.0   97.3  0.05   4.8    1.6   348     2   101   0.56 00:40:11    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   312     1   101   0.56 00:40:21    
  1.8   1.4    0.0   96.8  0.05   5.4    1.8   322     2   101   0.57 00:40:31    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   309     0   101   0.57 00:40:41    
  2.0   0.6    0.0   97.5  0.04   4.4    1.7   309     1   101   0.57 00:40:51    
  2.8   1.6    0.0   95.7  0.07   7.3    1.9   307     2   101   0.57 00:41:01    
  1.8   0.7    0.0   97.4  0.05   4.5    1.7   310     1   101   0.56 00:41:11    
  1.9   0.6    0.0   97.6  0.04   4.3    1.6   304     1   101   0.56 00:41:21    
  2.0   1.2    0.0   96.8  0.05   5.4    1.7   307     1   101   0.57 00:41:31    
  1.9   0.7    0.0   97.5  0.05   4.5    1.5   306     1   101   0.56 00:41:41    
  1.7   0.7    0.0   97.6  0.04   4.2    1.6   305     1   101   0.56 00:41:51    
  2.9   1.4    0.0   95.7  0.07   7.3    1.9   304     2   101   0.57 00:42:01    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.6    0.0   97.5  0.04   4.5    1.6   310     1   101   0.57 00:42:11    
  1.9   0.8    0.0   97.3  0.05   4.7    1.6   306     1   101   0.57 00:42:21    
  1.9   1.3    0.0   96.8  0.05   5.5    1.7   321     1   101   0.57 00:42:31    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   308     1   101   0.56 00:42:41    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   310     0   101   0.56 00:42:51    
  2.9   1.5    0.0   95.6  0.07   7.3    1.8   306     4   101   0.57 00:43:01    
  2.0   0.7    0.0   97.2  0.05   4.8    1.7   307     2   101   0.56 00:43:11    
  1.8   0.6    0.0   97.5  0.04   4.3    1.7   302     1   101   0.56 00:43:21    
  1.9   1.2    0.0   96.8  0.05   5.3    1.7   311     1   101   0.57 00:43:31    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   308     1   101   0.56 00:43:41    
  1.8   0.7    0.0   97.5  0.04   4.3    1.5   303     1   101   0.56 00:43:51    
  2.9   1.5    0.0   95.6  0.07   7.4    1.9   308     2   101   0.57 00:44:01    
  1.9   0.6    0.0   97.5  0.04   4.5    1.6   308     1   101   0.56 00:44:11    
  1.8   0.6    0.0   97.6  0.04   4.3    1.6   304     2   101   0.56 00:44:21    
  1.9   1.4    0.0   96.7  0.06   5.6    1.8   320     1   101   0.57 00:44:31    
  1.9   0.7    0.0   97.5  0.05   4.5    1.5   307     1   101   0.56 00:44:41    
  2.0   0.6    0.0   97.3  0.05   4.6    1.7   314     1   101   0.56 00:44:51    
  2.9   1.5    0.0   95.6  0.07   7.3    1.9   313     3   101   0.57 00:45:01    
  1.8   0.7    0.0   97.5  0.04   4.5    1.5   308     1   101   0.56 00:45:11    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   305     0   101   0.56 00:45:21    
  1.9   1.2    0.0   96.8  0.05   5.4    1.6   310     1   101   0.57 00:45:31    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   306     0   101   0.56 00:45:41    
  1.8   0.7    0.0   97.5  0.04   4.3    1.6   305     0   101   0.56 00:45:51    
  3.3   2.2    0.0   94.5  0.09   9.0    2.2   305     2   101   0.57 00:46:01    
